timestamp,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,temp,angle_deg,angular_velocity,angular_acceleration,pid_output,motor_pulse
2025-11-30T16:11:41.761036,-250.13740458015266,109.56488549618321,58.57251908396947,-6.272808349609375,1.2713210815429687,19.61270144958496,22.553529411764707,3.708798982311387,-250.13740458015263,-10315.340944416474,1283.554659378359,2000
2025-11-30T16:11:41.781466,-250.13740458015266,224.08396946564886,61.37404580152672,-1.5945383056640625,13.800178369140625,15.172055920410155,22.459411764705884,42.288986236944545,-250.13740458015263,0.0,-1228.6504523903418,1000
2025-11-30T16:11:41.803826,-250.13740458015266,227.81679389312978,87.5114503816794,-5.331887097167969,19.61270144958496,6.148309863281249,22.412352941176472,72.59451555948299,-250.13740458015263,0.0,-2115.9866273480634,1000
2025-11-30T16:11:41.825643,-250.13740458015266,210.1908396946565,62.61832061068702,-6.713341455078124,19.61270144958496,-5.216965417480468,22.459411764705884,-75.10428593744838,-250.13740458015263,0.0,2229.1882890404618,2000
2025-11-30T16:11:41.845210,-250.13740458015266,174.34351145038167,-0.9083969465648855,-3.478775012207031,19.61270144958496,-12.923900561523437,22.553529411764707,-56.616889291786386,-250.13740458015263,0.0,1633.8196680380152,2000
2025-11-30T16:11:41.865943,-250.13740458015266,9.061068702290076,-49.01526717557252,-6.5409589355468745,19.46007109375,-19.6133,22.506470588235295,-44.7753118203755,-250.13740458015263,0.0,1294.1788223380097,2000
2025-11-30T16:11:41.887051,-111.37404580152672,-234.4351145038168,-99.13740458015268,-6.792350109863281,14.049175341796873,-19.6133,22.553529411764707,-35.6143506088287,-111.37404580152672,7191.860698884499,1029.0177956661219,2000
2025-11-30T16:11:41.906010,250.12977099236642,-181.77862595419847,-81.61832061068702,-15.447389111328125,11.456254943847656,-19.6133,22.60058823529412,-30.28947594804478,250.12977099236642,17412.828930646363,876.3429042341281,2000
2025-11-30T16:11:41.929821,250.12977099236642,-75.45801526717557,-188.12213740458014,-14.822502478027342,19.61270144958496,-19.6133,22.60058823529412,-44.99912572244589,250.12977099236642,0.0,1310.1745947820284,2000
2025-11-30T16:11:41.951209,250.12977099236642,24.236641221374047,-132.0229007633588,-11.908759057617187,19.61270144958496,-8.221688500976562,22.506470588235295,-67.2564594029765,250.12977099236642,0.0,1958.3292851248666,2000
2025-11-30T16:11:41.970211,250.12977099236642,-20.48854961832061,-157.96946564885496,-0.0526724365234375,19.61270144958496,8.564059338378906,22.553529411764707,66.41108719814886,250.12977099236642,0.0,-1983.9432697721031,1000
2025-11-30T16:11:41.990812,250.12977099236642,-74.22137404580153,-64.9618320610687,-2.916137622070312,11.987767712402343,13.7522943359375,22.553529411764707,41.0784086132764,250.12977099236642,0.0,-1181.7221637800494,1000
2025-11-30T16:11:42.015319,250.12977099236642,-26.099236641221374,-54.74809160305343,-4.6351744140625,3.0980969482421874,19.61270144958496,22.553529411764707,8.976487631436617,250.12977099236642,0.0,-460.39912812964883,1039
2025-11-30T16:11:42.040128,-62.786259541984734,6.3893129770992365,-13.01526717557252,-0.7206546997070312,3.749319799804687,19.61270144958496,22.506470588235295,10.8225398781525,-62.78625954198474,-14064.585858250384,-314.5174501436826,1185
2025-11-30T16:11:42.058627,-250.13740458015266,18.083969465648856,85.25954198473282,-3.411737365722656,5.9400143188476555,19.61270144958496,22.459411764705884,16.84975987905321,-250.13740458015263,-7911.718018547429,-490.67924139849805,1009
2025-11-30T16:11:42.080164,-250.13740458015266,40.396946564885496,95.2824427480916,-8.13310303955078,10.256759912109374,12.761094848632812,22.459411764705884,38.79066213409054,-250.13740458015263,0.0,-1133.1201934523076,1000
2025-11-30T16:11:42.099268,-250.13740458015266,40.10687022900763,123.19083969465649,-8.583212951660157,19.61270144958496,3.450044592285156,22.506470588235295,80.02324535828735,-250.13740458015263,0.0,-2338.3668429534505,1000
2025-11-30T16:11:42.120173,-250.13740458015266,89.37404580152672,141.59541984732823,-6.414066247558593,19.61270144958496,-6.619967590332031,22.459411764705884,-71.34867564606982,-250.13740458015263,0.0,2131.2538685271193,2000
2025-11-30T16:11:42.141321,-250.13740458015266,93.67175572519083,145.51908396946564,-5.710170959472656,19.61270144958496,-13.63019005126953,22.553529411764707,-55.201955212667585,-250.13740458015263,0.0,1594.8049622192705,2000
2025-11-30T16:11:42.161024,-250.13740458015266,-1.1221374045801527,36.64885496183206,-11.578359228515625,15.665261462402343,-19.6133,22.412352941176472,-38.614573854946904,-250.13740458015263,0.0,1113.2629868791335,2000
